FOLD,SHIP_NO,DWG_NO,TRUE_CODE,PRED_CODE
4,817006,SD92CA201,5_2,"1_1, 5_2"
4,819406,WV14SL701,5_2,"5_2, 1_G"
4,255506,N1D11T811,5_2,"1_1, 1_G"
4,409906,WE21BJ101,5_2,1_E
4,251006,WT13SL701,5_2,"1_1, 5_2"
4,819506,SV12BA201,5_2,"5_2, 1_1"
4,817406,SS16BA201,5_2,"1_1, 1_G"
4,258306,SS14BA201,5_2,"1_1, 1_G"
4,818306,8A000H913,5_2,"9_2, 5_2"
4,255806,N1D11T811,5_2,"1_1, 1_G"
4,260306,SN21BA201,5_2,"1_1, 1_G"
4,250606,SS12BA201,5_2,"1_1, 1_G"
4,819206,SD17BA201,5_2,"1_1, 5_2"
4,818306,SD17BA201,5_2,"1_1, 5_2"
4,818306,SD15BA201,5_2,"1_1, 5_2"
4,818206,SD17BA201,5_2,"1_1, 5_2"
4,818006,SD15BA201,5_2,"1_1, 5_2"
4,818006,SD12BA201,5_2,"1_1, 5_2"
4,817906,SD12BA201,5_2,"1_1, 5_2"
4,257806,WH11CW725,5_2,"1_G, 1_1"
4,818506,SV43BA201,5_2,"5_2, 1_1"
4,254006,SS11BA201,5_2,"1_1, 1_G"
4,255706,SS18BA201,5_2,"1_1, 1_G"
4,255506,SS18BA201,5_2,"1_1, 1_G"
4,255506,SS17BA201,5_2,"1_1, 1_G"
4,818306,SB18CA201,5_2,"1_1, 5_2"
4,817306,WD91BT1HM,5_2,"5_2, 1_G"
4,817906,WS17BJ101,5_2,"1_E, 5_2"
4,817906,WS14BJ101,5_2,"1_E, 5_2"
4,817906,WS13BJ101,5_2,"1_E, 5_2"
4,817906,WS11BJ101,5_2,"1_E, 5_2"
4,S09606,SB40BA202,5_2,"1_1, 5_2"
4,815106,SB17BC106,5_2,"1_1, 5_2"
4,255806,SF51CA201,5_2,"1_1, 1_G"
4,250906,SV79CC102,5_2,"5_2, 1_1"
4,817806,N2D11T913,5_2,"1_1, 1_3"
4,250406,WE22BJ101,5_2,"5_2, 1_9"
4,253806,SB14BA201,5_2,"1_1, 5_2"
4,255406,SF21CA201,5_2,"1_1, 1_G"
4,816606,SD15CA201,5_2,"1_1, 5_2"
4,250506,SN21BA201,5_2,"1_1, 1_G"
4,408606,8A000H902,5_2,"5_2, 9_2"
4,408606,WB33BJ101,5_2,"5_2, 1_E"
4,816106,WH11CF782,5_2,"1_G, 1_1"
4,816506,WB11CT731,5_2,"1_1, 1_G"
4,816606,WE61SL701,5_2,"5_2, 1_9"
4,255006,SB12BC101,5_2,"1_1, 5_2"
4,255006,SB12BA201,5_2,"1_1, 5_2"
4,255106,SB16BA201,5_2,"1_1, 5_2"
4,255006,SB16BA201,5_2,"1_1, 5_2"
4,257606,SE32BA201,5_2,"1_1, 1_2"
4,254906,WF61SL701,5_2,"1_9, 1_E"
4,257606,SE32BC102,5_2,"1_1, 1_2"
4,256506,SE41BC101,5_2,"1_1, 5_2"
4,816006,SD18BA201,5_2,"1_1, 5_2"
4,816006,SD11BA201,5_2,"1_1, 5_2"
4,408606,SN31BA201,5_2,"1_1, 1_D"
4,250406,SB14BA201,5_2,"1_1, 5_2"
4,408606,WE63BF2IC,5_2,"5_2, 1_9"
4,816006,SF11CA201,5_2,"1_1, 5_2"
4,256506,WS16BJ101,5_2,"1_E, 1_1"
4,253306,SE41BA201,5_2,"1_1, 1_2"
4,816606,SD13CA201,5_2,"1_1, 5_2"
4,816006,SE41BC103,5_2,"1_1, 1_2"
4,409906,SF11CA201,5_2,"1_1, 5_2"
4,817306,SS15BC101,5_2,"1_1, 9_4"
4,817006,SE31BA201,5_2,"1_1, 1_G"
4,408606,SK18BA201,5_2,"5_2, 1_4"
4,253406,SB13BA201,5_2,"1_1, 5_2"
4,256506,NH41CH715,5_2,"1_1, 1_3"
4,257606,SB15BA201,5_2,"1_1, 5_2"
4,S09406,SS13BA201,5_2,"1_1, 1_G"
4,S09406,SS12BA201,5_2,"1_1, 1_G"
4,409906,SE31BA201,5_2,"1_2, 1_1"
4,S09406,SS44BA201,5_2,"1_1, 5_2"
4,253506,WB15PL701,5_2,"9_2, 1_E"
4,816106,ND93CT713,5_2,"1_3, 1_1"
4,253406,SS17BA201,5_2,"1_1, 1_G"
4,257506,WB16PL701,5_2,"9_2, 1_E"
4,816206,SD17BA201,5_2,"1_1, 5_2"
4,816206,SD15BA201,5_2,"1_1, 5_2"
4,816206,SD12BA201,5_2,"1_1, 5_2"
4,816006,SD11BA201,5_2,"1_1, 5_2"
4,816606,WS14PL701,5_2,"1_9, 5_2"
4,816606,WS13PL701,5_2,"1_9, 5_2"
4,257506,8A000H912,5_2,"9_2, 5_2"
4,253306,SF11CA201,5_2,"1_1, 5_2"
4,257306,WL17CJ101,5_2,"1_E, 5_2"
4,257306,WL15CJ101,5_2,"1_E, 5_2"
4,257306,WT15BJ101,5_2,"1_1, 1_E"
4,257306,WT13BJ101,5_2,"1_1, 1_E"
4,254706,SS13BC102,5_2,"1_1, 5_2"
4,246806,SS13BC102,5_2,"1_1, 5_2"
4,254706,SS13BC101,5_2,"1_1, 5_2"
4,816606,SF11CA201,5_2,"1_1, 5_2"
4,816506,SF11CA201,5_2,"1_1, 5_2"
4,257306,SS18BC107,5_2,"1_1, 5_2"
4,254706,SE31BA201,5_2,"1_1, 1_2"
4,816506,WS37PL701,5_2,"5_2, 1_E"
4,257306,SS13BC101,5_2,"1_1, 5_2"
4,816006,SE31BA201,5_2,"1_1, 1_G"
4,242906,SB38BA201,5_2,"1_1, 1_G"
4,S09106,NH11CD781,5_2,"5_2, 1_G"
4,816006,SV25BC107,5_2,"1_1, 5_2"
4,816006,SV21BC107,5_2,"1_1, 5_2"
4,816506,SD94CA201,5_2,"1_1, 5_2"
4,243206,SF11CA201,5_2,"1_1, 5_2"
4,243006,WE21PL701,5_2,"1_1, 5_2"
4,254506,SE12CC106,5_2,"1_1, 5_2"
4,254506,WF21CL701,5_2,"1_9, 5_2"
4,816506,SS15BA201,5_2,"1_1, 1_G"
4,246806,SN11CC107,5_2,1_G
4,246806,SN11CC106,5_2,1_G
4,816506,ST12CA201,5_2,"1_1, 5_2"
4,816006,SD19BA201,5_2,"1_1, 5_2"
4,816006,SD12BA201,5_2,"1_1, 5_2"
4,254506,SF11CA201,5_2,"1_1, 5_2"
4,816006,SV11BC101,5_2,"5_2, 1_E"
4,816006,SV35BC107,5_2,"5_2, 1_1"
4,816506,SS14BA201,5_2,"1_1, 1_G"
4,242906,SB18BC101,5_2,"1_1, 5_2"
4,257306,SS12BA201,5_2,"1_1, 1_G"
4,257306,SB19CA201,5_2,"1_1, 5_2"
4,816506,SB13CC101,5_2,"1_1, 5_2"
4,265206,SS16BA201,5_2,"1_1, 1_G"
4,S44806,SB39BA202,5_2,"1_1, 1_2"
4,825006,SD13BA201,5_2,"1_1, 5_2"
4,S45106,WF61SL701,5_2,"5_2, 1_9"
4,825806,SV11BA201,5_2,"5_2, 1_1"
4,265406,WF11CJ102,5_2,"5_2, 1_9"
4,825006,SB11CA201,5_2,"1_1, 5_2"
4,S44706,NH91CK713,5_2,1_G
4,825006,SS15BA201,5_2,"1_1, 1_G"
4,825206,WS18PL701,5_2,"1_9, 5_2"
4,S44906,SS12BA201,5_2,"1_1, 1_G"
4,825006,SB13CA201,5_2,"1_1, 5_2"
4,824906,WN23BJ102,5_2,"5_2, 1_E"
4,825906,WV34BJ102,5_2,"5_2, 1_E"
4,825906,WV32BJ102,5_2,"5_2, 1_E"
4,825806,WV25BJ102,5_2,"5_2, 1_1"
4,825806,WV23BJ102,5_2,"5_2, 1_1"
4,825806,WV21BJ102,5_2,"5_2, 1_1"
4,825806,WV32BJ102,5_2,"5_2, 1_E"
4,825806,WV31BJ102,5_2,"5_2, 1_E"
4,825906,WV31BJ102,5_2,"5_2, 1_E"
4,825806,WF41CL701,5_2,"1_9, 5_2"
4,S45106,SE31BA201,5_2,"1_1, 1_2"
4,825806,SV12BC107,5_2,"5_2, 1_E"
4,S45006,SS17BA201,5_2,"1_1, 1_G"
4,S45106,SS12BA201,5_2,"1_1, 1_G"
4,S45006,SS11BA201,5_2,"1_1, 1_G"
4,265806,SL11CA201,5_2,"1_6, 1_1"
4,825206,WF61PL701,5_2,"5_2, 1_1"
4,825206,SN22BA201,5_2,"1_1, 1_G"
4,265406,WB31BJ102,5_2,"1_E, 1_1"
4,824906,WH52CJ101,5_2,1_E
4,825906,SV31BA201,5_2,"1_1, 5_2"
4,824906,WE12BJ102,5_2,"5_2, 1_E"
4,S44606,WE11CL701,5_2,9_2
4,S44506,WF11CL701,5_2,1_6
4,410106,WS37BJ101,5_2,"1_E, 5_2"
4,256106,SB17BA201,5_2,"1_1, 5_2"
4,410106,SE52BA201,5_2,"1_1, 5_2"
4,410106,SE61BA201,5_2,"1_1, 5_2"
4,242006,WH12CT711,1_1,"1_1, 1_G"
4,815906,WV25PT742,1_1,"1_1, 1_G"
4,409406,SF71CA201,1_1,"1_1, 1_G"
4,815906,WE41SF741,1_1,"1_2, 1_1"
4,816406,WA500TB51,1_1,"1_G, 1_1"
4,814906,SB42BC105,1_1,"9_4, 1_1"
4,814906,SB42BA201,1_1,"1_1, 1_5"
4,816406,WA500TB51,1_1,"1_G, 1_1"
4,816306,WA500TB51,1_1,"1_G, 1_1"
4,409306,WA100TB11,1_1,"1_G, 1_1"
4,816306,WH32CH716,1_1,"1_1, 1_G"
4,409206,WH51CB72A,1_1,"1_1, 1_G"
4,816406,WA500TB51,1_1,"1_G, 1_1"
4,815906,SE52BA201,1_1,"1_1, 1_2"
4,252306,N1D13F832,1_1,"1_1, 1_G"
4,256306,N1D16F832,1_1,"1_1, 1_G"
4,815906,WT12CF741,1_1,"1_3, 1_G"
4,242606,WH11CY711,1_1,"1_G, 1_1"
4,242006,WH11CY711,1_1,"1_G, 1_1"
4,242506,WH11CY711,1_1,"1_G, 1_1"
4,408506,WF51SF761,1_1,"1_1, 1_2"
4,816306,WF51PT761,1_1,"1_1, 1_2"
4,815906,WD15BF2IA,1_1,"1_9, 1_1"
4,816406,WA500FB51,1_1,"1_G, 1_D"
4,816306,WA500FB51,1_1,"1_G, 1_D"
4,815906,WH11CH716,1_1,"1_G, 1_1"
4,815906,WT11CF741,1_1,"1_3, 1_G"
4,815906,WD16PL701,1_1,"5_2, 9_2"
4,S42006,WN31PT712,1_1,"1_1, 1_G"
4,247306,SD11BA201,1_1,"1_1, 1_G"
4,242706,WA280BB2A,1_1,"1_G, 1_1"
4,816406,WE52ST711,1_1,"1_1, 1_6"
4,815906,W1D91T852,1_1,"1_1, 6_1"
4,256306,W1D16T852,1_1,"1_1, 1_G"
4,814906,WH12CT753,1_1,"1_1, 1_G"
4,816306,W1D12E811,1_1,"1_G, 1_6"
4,252306,WE31SL701,1_1,"1_1, 1_E"
4,816306,WA500TB53,1_1,"1_G, 1_1"
4,409206,WH51CB72A,1_1,"1_1, 1_G"
4,254206,9A000T501,1_1,"1_1, 1_6"
4,102321,ND91PE715,1_1,"1_1, 1_3"
4,408506,WE52SK724,1_1,"1_2, 1_B"
4,408506,WE51PT757,1_1,1_G
4,814906,WB13PT731,1_1,"1_1, 1_G"
4,814906,SD31BA201,1_1,"1_1, 5_2"
4,254206,W1D11T852,1_1,"1_1, 1_G"
4,251606,WH11CT711,1_1,"1_1, 1_G"
4,251506,WH11CT711,1_1,"1_1, 1_G"
4,409306,WE52PB721,1_1,"1_1, 1_6"
4,S41106,W1D14T952,1_1,"1_1, 1_5"
4,256306,WN21PT713,1_1,"1_1, 4_1"
4,252306,NH91CB721,1_1,"1_3, 1_D"
4,251706,SF61BA201,1_1,"1_1, 1_G"
4,254306,WH11CT711,1_1,"1_1, 1_G"
4,814306,WS77PK723,1_1,1_G
4,815906,WD14BF2H3,1_1,"1_9, 1_1"
4,251406,WA230EB11,1_1,"1_G, 1_1"
4,249306,SS11BA201,1_1,"1_1, 1_G"
4,245506,SB32BA201,1_1,"1_1, 1_G"
4,814806,SN26PA201,1_1,"1_1, 1_G"
4,S09206,SS40BC101,1_1,1_9
4,S09206,SS40BA201,1_1,"1_1, 5_2"
4,409206,ST21CA201,1_1,"1_1, 9_3"
4,409306,SF41BA201,1_1,"1_1, 1_A"
4,408906,WE51SB721,1_1,"1_1, 1_6"
4,409406,SG21AA201,1_1,"1_1, 1_7"
4,254206,SB17BA201,1_1,"1_1, 5_2"
4,251406,WA300TB31,1_1,"1_1, 1_6"
4,251306,WA300TB31,1_1,"1_1, 1_6"
4,815906,WE11CB2IB,1_1,1_2
4,816406,WE52SE711,1_1,"1_A, 1_3"
4,816306,WE52SE711,1_1,"1_A, 1_3"
4,242606,SD16BA201,1_1,"1_1, 1_G"
4,242406,SD16BA201,1_1,"1_1, 1_G"
4,252806,N1D11TM21,1_1,"1_1, 1_3"
4,814606,WS16PT754,1_1,"1_1, 1_G"
4,816406,SN21CA201,1_1,"1_1, 1_G"
4,254106,SE31BC102,1_1,"1_1, 1_2"
4,S42006,N1D15T821,1_1,1_G
4,816406,WE41BB1HD,1_1,6_1
4,814106,WS71PF741,1_1,"1_2, 1_1"
4,S41106,SE11CC107,1_1,"1_1, 1_2"
4,815906,SV37CA201,1_1,"1_1, 5_2"
4,815906,SV36BC104,1_1,"5_2, 1_1"
4,815906,SV36BC101,1_1,"5_2, 1_1"
4,252106,WA230EB11,1_1,"1_G, 1_1"
4,246606,WA100TB12,1_1,"1_1, 1_G"
4,S08706,SB19BC101,1_1,"1_1, 1_2"
4,816306,SS16BA201,1_1,"1_1, 1_G"
4,242706,SB12BA201,1_1,"1_1, 5_2"
4,814006,WR71CB721,1_1,"1_1, 1_2"
4,251406,WA100TB11,1_1,"1_1, 1_G"
4,409306,SE23BA201,1_1,"1_1, 1_G"
4,816406,N1D12F883,1_1,"1_1, 1_G"
4,242406,SN21BA201,1_1,"1_1, 1_G"
4,242606,WS14BJ101,1_1,"1_E, 1_1"
4,256306,WS14BJ101,1_1,"1_E, 1_1"
4,816406,SD92CA201,1_1,"1_1, 5_2"
4,816306,SD92CA201,1_1,"1_1, 5_2"
4,816406,SD92CA201,1_1,"1_1, 5_2"
4,816406,SD16CA201,1_1,"1_1, 5_2"
4,254406,SN21CA201,1_1,"1_1, 1_G"
4,254206,SN21CA201,1_1,"1_1, 1_G"
4,252206,SN21CA201,1_1,"1_1, 1_G"
4,814706,WA230BB21,1_1,"1_G, 1_1"
4,814606,WA230BB21,1_1,"1_G, 1_1"
4,408506,WE41BB1HD,1_1,1_2
4,816406,SS14BA201,1_1,"1_1, 1_G"
4,242206,WS13PT771,1_1,"1_G, 1_1"
4,816406,N1D14F883,1_1,"1_1, 1_G"
4,252006,WA200EB11,1_1,"1_G, 1_1"
4,251906,WA200EB11,1_1,"1_G, 1_1"
4,251806,WA200EB11,1_1,"1_G, 1_1"
4,816406,SD91CA201,1_1,"1_1, 5_2"
4,252206,WH11CF782,1_1,"1_G, 1_2"
4,816306,SS14BA201,1_1,"1_1, 1_G"
4,256306,WH12CK724,1_1,"1_3, 1_6"
4,408506,WE63BT1HL,1_1,"1_1, 1_G"
4,815906,SV32BA201,1_1,"1_1, 5_2"
4,814606,SJ42BA401,1_1,"1_1, 6_1"
4,254306,SN41CA201,1_1,"1_1, 1_G"
4,409306,WH11CT711,1_1,"1_1, 1_G"
4,254306,SL11CA201,1_1,"1_6, 1_1"
4,815906,SS16BA201,1_1,"1_1, 1_G"
4,251406,WA800FB82,1_1,"1_G, 1_1"
4,249306,N1D11T831,1_1,"1_1, 1_G"
4,S41906,SS10BC103,1_1,"1_1, 1_6"
4,252706,SD39CA201,1_1,"1_1, 1_G"
4,252706,SD38CA201,1_1,"1_1, 1_G"
4,242706,WH51CY711,1_1,"1_G, 1_1"
4,S42006,SS19BA201,1_1,"1_1, 1_G"
4,408506,SS12BA201,1_1,"1_1, 1_G"
4,S41206,WS11PF751,1_1,"5_2, 1_1"
4,816306,WE42PK722,1_1,"1_1, 1_G"
4,815906,SD16BA201,1_1,"1_1, 5_2"
4,409206,ST21CC101,1_1,"1_1, 9_3"
4,409206,ST21CA201,1_1,"1_1, 9_3"
4,S41906,SD12BA201,1_1,"1_1, 5_2"
4,242706,WB38BJ101,1_1,"1_E, 1_1"
4,242406,WB39BJ101,1_1,"1_E, 1_1"
4,815906,SS13BC101,1_1,"1_1, 9_4"
4,242006,SB13BC101,1_1,"1_1, 5_2"
4,409206,SE41BA201,1_1,"1_1, 1_2"
4,S09306,SS45BA201,1_1,"1_1, 5_2"
4,242606,SS12BA201,1_1,"1_1, 1_G"
4,256306,SD16BC101,1_1,"1_1, 1_5"
4,409206,NH11CY712,1_1,"1_5, 1_A"
4,244806,WA300TB31,1_1,"1_1, 1_6"
4,254306,SB55CC101,1_1,"1_2, 1_1"
4,409206,ST11CA201,1_1,"1_1, 1_A"
4,409306,SE51BA201,1_1,"1_1, 5_2"
4,409206,SE52BA201,1_1,"1_1, 5_2"
4,409206,SE51BA201,1_1,"1_1, 5_2"
4,242406,WH11CY711,1_1,"1_G, 1_1"
4,251506,WA500EB11,1_1,"1_G, 1_1"
4,251406,WA500EB11,1_1,"1_G, 1_1"
4,815906,SB14BC101,1_1,"1_1, 5_2"
4,815906,SB11BC101,1_1,"1_1, 5_2"
4,242806,WB39BJ101,1_1,"1_E, 1_1"
4,245506,WE11CK721,1_1,"1_1, 1_5"
4,815906,SD15BC101,1_1,"1_1, 1_2"
4,815906,SD15BA201,1_1,"1_1, 5_2"
4,815906,SV15CA201,1_1,"5_2, 1_1"
4,815906,SV37CA201,1_1,"1_1, 5_2"
4,242706,SB39BA201,1_1,"1_1, 1_G"
4,246606,WH11CT711,1_1,"1_1, 1_G"
4,249306,SS13BA201,1_1,"1_1, 1_G"
4,247206,SB17BA201,1_1,"1_1, 5_2"
4,S09306,SE51BA201,1_1,"1_1, 1_G"
4,816406,SB16CC101,1_1,"1_1, 5_2"
4,256306,SE12CC102,1_1,"1_1, 5_2"
4,816406,SB16CA201,1_1,"1_1, 5_2"
4,242706,WD17SL701,1_1,"1_1, 1_6"
4,242506,WD17SL701,1_1,"1_1, 1_6"
4,409406,SB17BA201,1_1,"1_1, 1_G"
4,252106,SN31CA201,1_1,"1_1, 1_G"
4,251906,SN31CA201,1_1,"1_1, 1_G"
4,252106,WH12CE711,1_1,"1_G, 1_1"
4,252006,WH12CE711,1_1,"1_G, 1_1"
4,251806,WH12CE711,1_1,"1_G, 1_1"
4,S41006,SB71BC104,1_1,"1_1, 1_9"
4,816306,N1D14E815,1_1,1_9
4,249206,W1F51F861,1_1,1_G
4,409306,SS12BA201,1_1,"1_1, 1_G"
4,242506,SE52BA201,1_1,"1_1, 1_2"
4,816406,SF41BA201,1_1,"1_1, 5_2"
4,814106,WN72BJ101,1_1,1_E
4,251406,WH12CE711,1_1,"1_G, 1_1"
4,815906,SE11CC101,1_1,"1_1, 1_2"
4,816406,SE51BA201,1_1,"1_1, 1_2"
4,245606,SS16BC103,1_1,"1_1, 5_2"
4,242006,WS12PF751,1_1,"1_5, 1_G"
4,409206,SE52BC102,1_1,"1_1, 5_2"
4,816306,NH11CD768,1_1,"1_1, 1_G"
4,256306,SB51CA201,1_1,"1_1, 1_2"
4,254106,SN31CA201,1_1,"1_1, 1_G"
4,249206,WF61PT761,1_1,"1_G, 1_1"
4,246706,WA280BB21,1_1,"1_G, 1_1"
4,252806,SD12BA201,1_1,"1_1, 1_G"
4,256306,SN31BA201,1_1,"1_1, 1_G"
4,249306,SF41CA201,1_1,"1_1, 1_G"
4,254206,WE31PL701,1_1,"1_1, 1_E"
4,408506,WE24PT741,1_1,"1_1, 1_2"
4,816306,SD95CA201,1_1,"1_1, 5_2"
4,249206,SD19BA201,1_1,"1_1, 1_G"
4,242706,SS11BA201,1_1,"1_1, 1_G"
4,409206,SE51BC101,1_1,"1_1, 5_2"
4,254106,SN21CA201,1_1,"1_1, 1_G"
4,409206,ST13CA201,1_1,"1_1, 1_A"
4,409206,ST11CA201,1_1,"1_1, 1_A"
4,409206,SB16BA201,1_1,"1_1, 1_G"
4,408506,SE44BA201,1_1,"1_1, 1_2"
4,814606,1A000E002,1_1,"1_G, 1_1"
4,242006,NH51CY712,1_1,"1_1, 1_G"
4,256306,SS11BA201,1_1,"1_1, 1_G"
4,S09206,SS36BC104,1_1,"1_1, 1_9"
4,S09206,SS36BC101,1_1,"1_1, 1_9"
4,247206,SD12BA201,1_1,"1_1, 1_G"
4,S09306,SB22BA201,1_1,"1_1, 5_2"
4,S09306,SB20BA201,1_1,"1_1, 5_2"
4,S09206,SC11BA201,1_1,"1_1, 1_E"
4,245506,WD14BJ101,1_1,"1_E, 5_2"
4,246606,SF72BA201,1_1,"1_1, 1_8"
4,816406,ST11CA201,1_1,"1_1, 5_2"
4,S09306,SF61BA201,1_1,"1_1, 1_G"
4,816406,SD95CA201,1_1,"1_1, 5_2"
4,254106,SB12BA201,1_1,"1_1, 5_2"
4,816306,W2E51W926,1_1,"1_1, 1_G"
4,409206,WA240BB21,1_1,"1_G, 1_D"
4,S09006,WF61PF6HT,1_1,1_2
4,249306,WE51PH714,1_1,"1_1, 1_6"
4,254106,SE42BA201,1_1,"1_1, 1_2"
4,814206,WH21CY711,1_1,"1_G, 1_1"
4,814106,WH21CY711,1_1,"1_G, 1_1"
4,245506,SD11BA201,1_1,"1_1, 1_G"
4,S09206,SB85CA201,1_1,"1_1, 5_2"
4,249206,SF41CA201,1_1,"1_1, 1_G"
4,249206,SS14BA201,1_1,"1_1, 1_G"
4,409406,SN31BA201,1_1,"1_1, 1_D"
4,409206,SN31BA201,1_1,"1_1, 1_D"
4,408506,SN31BC104,1_1,1_2
4,816406,SD93CA201,1_1,"1_1, 5_2"
4,409306,SE51BC102,1_1,"1_1, 5_2"
4,816406,SD16CA201,1_1,"1_1, 5_2"
4,816306,SD14CC101,1_1,"1_1, 1_2"
4,242506,WS11BJ101,1_1,"1_E, 1_1"
4,242406,WS11BJ101,1_1,"1_E, 1_1"
4,816406,WB15CE711,1_1,"1_1, 1_G"
4,241806,WE52SL701,1_1,"1_1, 9_2"
4,S41306,SS12BA201,1_1,"1_1, 1_G"
4,252006,SE41BA201,1_1,"1_1, 1_2"
4,242706,WA240BB21,1_1,"1_G, 1_1"
4,242006,WA240BB21,1_1,"1_G, 1_1"
4,408506,SS28BC101,1_1,"1_1, 9_2"
4,244606,WE52ST712,1_1,"1_1, 1_G"
4,251206,W1D13TM51,1_1,"1_1, 1_D"
4,242806,WF91CF761,1_1,"1_G, 1_2"
4,242506,WF91CF761,1_1,"1_G, 1_2"
4,S41306,SF61BA201,1_1,"1_1, 1_G"
4,409206,WT14CT741,1_1,"1_1, 1_G"
4,242806,SE51BA201,1_1,"1_1, 1_2"
4,249306,N1D11T813,1_1,"1_1, 1_G"
4,252306,WB19CT731,1_1,"1_G, 1_1"
4,408506,SS15BA201,1_1,"1_1, 1_G"
4,408506,SS13BA201,1_1,"1_1, 1_G"
4,408506,SS11BA201,1_1,"1_1, 1_G"
4,242606,SB38BA201,1_1,"1_1, 1_G"
4,409206,NH31CD768,1_1,
4,245506,SD38CA201,1_1,"1_1, 1_G"
4,251406,WN41CE711,1_1,"1_1, 2_4"
4,816406,ST12CA201,1_1,"1_1, 5_2"
4,816406,ST11CA201,1_1,"1_1, 5_2"
4,814706,WA400EB11,1_1,"1_G, 1_1"
4,408906,WT11CE711,1_1,1_G
4,409206,SE32BA201,1_1,"1_2, 1_1"
4,409406,SE32BA201,1_1,"1_2, 1_1"
4,256306,ND92PE715,1_1,"1_7, 1_3"
4,815906,SD14BA201,1_1,"1_1, 5_2"
4,251606,WH12CT711,1_1,"1_1, 1_G"
4,251506,WH12CT711,1_1,"1_1, 1_G"
4,409306,SE51BC102,1_1,"1_1, 5_2"
4,409206,SE51BC102,1_1,"1_1, 5_2"
4,409206,SE51BC101,1_1,"1_1, 5_2"
4,816306,N1D14F883,1_1,"1_1, 1_G"
4,252706,WD91PE711,1_1,"6_1, 1_3"
4,252806,SE31BA201,1_1,"1_1, 1_2"
4,245606,WA230BB21,1_1,"1_G, 1_1"
4,254106,SS16BA201,1_1,"1_1, 1_G"
4,408506,SS18BC101,1_1,"1_7, 1_1"
4,408506,SS18BA201,1_1,"1_1, 1_G"
4,252906,N1D15TM21,1_1,"1_1, 1_3"
4,408506,SF22CA201,1_1,"1_1, 5_2"
4,242006,SS13BA201,1_1,"1_1, 1_G"
4,815906,SE51BA201,1_1,"1_1, 1_2"
4,256306,SD13BA201,1_1,"1_1, 1_G"
4,252306,SN31CA201,1_1,"1_1, 1_G"
4,815906,SF72BA201,1_1,"1_1, 5_2"
4,408506,SE44BC101,1_1,"1_1, 1_2"
4,815906,SF52CA201,1_1,"1_1, 1_E"
4,252806,N1D15TM21,1_1,"1_1, 1_3"
4,242606,SD17BA201,1_1,"1_1, 1_G"
4,242406,WE51PB721,1_1,"1_1, 1_G"
4,242706,SD17BA201,1_1,"1_1, 1_G"
4,256306,W1D11TM51,1_1,"1_1, 1_D"
4,408506,WE12CB621,1_1,1_G
4,409406,WM1-ABM29,1_1,"1_1, 6_1"
4,252306,SB10CA201,1_1,"1_1, 5_2"
4,252306,WF61SL701,1_1,"1_9, 1_E"
4,816406,SD93CA201,1_1,"1_1, 5_2"
4,S09306,SE32BC101,1_1,"1_1, 1_G"
4,S09206,SE32BC101,1_1,"1_1, 1_G"
4,102321,N1D14T813,1_1,1_G
4,256306,N1D11TM21,1_1,"1_1, 1_3"
4,252306,SB12BC105,1_1,"1_1, 5_2"
4,815906,SV34BC101,1_1,"5_2, 1_1"
4,252106,W1D13TM51,1_1,"1_1, 1_D"
4,816306,SD35SA201,1_1,"1_1, 5_2"
4,S40406,WS14PF751,1_1,"5_2, 1_1"
4,S40306,WS14PF751,1_1,"5_2, 1_1"
4,244806,WA400TB71,1_1,"1_1, 1_G"
4,409306,SS39BA201,1_1,"1_1, 1_2"
4,409306,WE32SL701,1_1,"1_1, 1_E"
4,252306,SB16BA201,1_1,"1_1, 5_2"
4,252306,SB15BA201,1_1,"1_1, 5_2"
4,814806,WA230BB21,1_1,"1_G, 1_1"
4,814706,WA230BB21,1_1,"1_G, 1_1"
4,409306,SB16BA201,1_1,"1_1, 1_G"
4,814606,WA151EB11,1_1,"1_G, 1_3"
4,409406,SE32BA201,1_1,"1_2, 1_1"
4,252306,SD13BA201,1_1,"1_1, 1_G"
4,409406,SE51BC101,1_1,"1_1, 5_2"
4,245506,WH11CY711,1_1,"1_G, 1_1"
4,816406,SB36BC103,1_1,"9_4, 1_1"
4,409306,SN21CA201,1_1,"1_1, 1_G"
4,256306,N1D11F883,1_1,"1_1, 1_G"
4,409306,SS37BA201,1_1,"1_1, 1_2"
4,S09206,SD16CA201,1_1,"1_1, 5_2"
4,S09206,SD14CA201,1_1,"1_1, 5_2"
4,815906,SV21BA201,1_1,"1_1, 5_2"
4,252106,ND92PF787,1_1,"1_G, 1_6"
4,816306,ST11CA201,1_1,"1_1, 5_2"
4,242606,WA200EB11,1_1,"1_G, 1_1"
4,242506,WA200EB11,1_1,"1_G, 1_1"
4,242506,SD16BA201,1_1,"1_1, 1_G"
4,242806,SD16BA201,1_1,"1_1, 1_G"
4,S09206,SC37CC101,1_1,"1_1, 1_2"
4,246606,WM1-ABM29,1_1,"1_G, 1_1"
4,409306,ST24CC101,1_1,"1_1, 9_3"
4,409306,ST24CA201,1_1,"1_1, 9_3"
4,S09306,SB13BA201,1_1,"1_1, 1_2"
4,251606,3A000F003,1_1,"1_1, 5_2"
4,251206,3A000F003,1_1,"1_1, 5_2"
4,252906,WB38BJ101,1_1,"1_E, 1_1"
4,248006,WH11CY711,1_1,"1_G, 1_1"
4,409306,SE51BA201,1_1,"1_1, 5_2"
